area,rooms,location,age,price
2171,4,Chandigarh,10,16845000.0
1247,1,Surat,1,7107000.0
2167,5,Tiruchi,5,7236000.0
1254,2,Gurgaon,1,10933000.0
1629,2,Agra,18,5538000.0
2200,3,Nagpur,4,11910000.0
1342,5,Guwahati,11,5975000.0
2222,6,Bangalore,12,18136000.0
2159,1,Mysore,28,6671000.0
1623,2,Visakhapatnam,2,8755000.0
2555,3,Bangalore,11,18680000.0
1850,4,Srinagar,17,5860000.0
2516,4,Gurgaon,4,25054000.0
2965,3,Delhi,1,27023000.0
1643,2,Chandigarh,2,11675000.0
2219,1,Hyderabad,27,9491000.0
1385,4,Kolkata,38,3429000.0
1128,3,Rural,11,1779000.0
1672,5,Hyderabad,9,10135000.0
914,3,Noida,26,5060000.0
1190,4,Visakhapatnam,19,5177000.0
2184,2,Aligarh,12,5574000.0
1466,4,Gurgaon,32,8458000.0
2261,5,Pune,37,7850000.0
1994,3,Noida,16,13512000.0
3003,2,Hyderabad,32,12475000.0
2140,2,Suburban,5,6438000.0
2524,5,Kochi,39,7051000.0
2061,3,Visakhapatnam,2,11326000.0
2002,2,Gurgaon,20,12490000.0
2557,6,Chennai,0,15017000.0
2234,4,Bangalore,19,16797000.0
1936,4,Bhubaneswar,5,9135000.0
1933,4,Nagpur,7,9617000.0
2149,3,Pune,2,11882000.0
1363,5,Agra,9,5775000.0
1336,3,Chennai,3,8782000.0
2726,4,Pune,19,12411000.0
3011,3,Pondicherry,18,10298000.0
1196,6,Indore,13,5162000.0
1365,5,Coimbatore,2,7904000.0
2542,2,Jodhpur,1,9085000.0
2146,2,Kochi,3,11119000.0
2239,4,Chennai,4,13422000.0
2382,1,Jamshedpur,5,10671000.0
1643,3,Shimla,2,7561000.0
2014,3,Ludhiana,22,6258000.0
1963,2,Guwahati,3,9159000.0
1241,5,Mumbai,0,14559000.0
2004,5,Indore,1,11089000.0
2604,6,Noida,9,19782000.0
1582,2,Delhi,0,12393000.0
1899,2,Pune,10,10557000.0
1934,3,Chandigarh,10,12125000.0
1614,4,Nashik,15,6699000.0
2239,3,Noida,5,17082000.0
1357,2,Jamshedpur,8,5605000.0
2666,3,Nashik,0,12865000.0
2207,3,Bareilly,18,6498000.0
1191,3,Hyderabad,7,7528000.0
2903,3,Aligarh,6,8899000.0
1909,4,Delhi,9,16288000.0
1330,4,Guwahati,11,4892000.0
2517,3,Jaipur,20,7038000.0
2121,4,Chandigarh,28,11652000.0
648,3,Kolkata,26,2602000.0
1458,5,Guwahati,7,5662000.0
1981,3,Kochi,17,10027000.0
500,3,Nashik,10,2317000.0
1855,3,Salem,20,5763000.0
1902,3,Gurgaon,1,15650000.0
1030,3,Kochi,1,6424000.0
1975,2,Delhi,26,10142000.0
1804,4,Bhopal,32,5057000.0
1025,5,Jaipur,6,4547000.0
2397,4,Bhopal,2,10082000.0
2344,3,Ahmedabad,21,8383000.0
1611,4,Bangalore,16,10567000.0
1670,6,Ahmedabad,23,5834000.0
2272,3,Guwahati,10,9423000.0
1669,3,Pune,44,5306000.0
544,3,Hyderabad,10,3227000.0
2116,1,Mysore,2,9098000.0
1271,3,Chennai,7,7364000.0
1546,2,Gurgaon,6,12426000.0
2747,5,Coimbatore,5,14511000.0
1712,4,Chandigarh,13,12735000.0
1801,3,Guwahati,16,5678000.0
2131,3,Vadodara,10,9570000.0
2128,3,Rajkot,21,7065000.0
1202,4,Varanasi,21,4214000.0
1760,4,Delhi,13,15130000.0
1823,1,Aligarh,5,5691000.0
1976,4,Delhi,40,9149000.0
1987,5,Tiruchi,5,7544000.0
3481,2,Suburban,1,9524000.0
1035,4,Chennai,12,6000000.0
2437,3,Visakhapatnam,17,10021000.0
2569,2,Delhi,32,14871000.0
2120,3,Nashik,1,9029000.0
1377,3,Pune,1,9847000.0
2882,3,Guntur,14,9918000.0
500,5,Visakhapatnam,12,3190000.0
1355,2,Jodhpur,6,4298000.0
2561,4,Tiruchi,10,7929000.0
1559,3,Vijayawada,1,7616000.0
2837,5,Kochi,7,16381000.0
817,2,Hyderabad,14,4986000.0
1077,2,Jaipur,13,3431000.0
1454,6,Vadodara,5,7345000.0
2071,3,Srinagar,19,7205000.0
1655,5,Chennai,11,8525000.0
1481,3,Lucknow,18,6097000.0
2723,4,Gurgaon,19,18818000.0
2783,4,Kochi,7,16382000.0
1530,6,Jaipur,5,6160000.0
688,2,Hyderabad,9,4558000.0
500,2,Kochi,6,3104000.0
1955,3,Tiruchi,3,7782000.0
2226,2,Bangalore,17,14436000.0
1840,4,Dehradun,9,7717000.0
1753,6,Jamshedpur,2,7063000.0
1277,4,Jaipur,0,5226000.0
2225,3,Hyderabad,7,14564000.0
2890,4,Warangal,19,7325000.0
500,4,Noida,2,4917000.0
1749,2,Chandigarh,8,11858000.0
1169,3,Jaipur,11,3738000.0
831,5,Shimla,22,3751000.0
1065,3,Chennai,0,7221000.0
2046,4,Amritsar,5,8037000.0
2063,1,Chennai,17,10125000.0
2749,4,Gurgaon,20,19924000.0
1805,2,Warangal,11,5836000.0
657,4,Bhopal,8,2895000.0
1645,3,Nashik,8,6486000.0
898,3,Ludhiana,32,2768000.0
1015,3,Pune,31,4199000.0
2177,3,Agra,28,6063000.0
1926,4,Coimbatore,27,7269000.0
2181,3,Mysore,21,8337000.0
1567,4,Suburban,5,4491000.0
2313,2,Ludhiana,10,9073000.0
1531,3,Gurgaon,11,12253000.0
2525,4,Vijayawada,21,8236000.0
2024,3,Shimla,6,9177000.0
1665,3,Vijayawada,50,4122000.0
1937,2,Gurgaon,0,17171000.0
1788,4,Noida,0,14846000.0
2837,2,Jodhpur,0,10655000.0
1959,3,Chandigarh,12,12819000.0
1798,2,Indore,2,8906000.0
1644,2,Mumbai,7,17347000.0
2348,2,Mangalore,3,10927000.0
2260,3,Kochi,0,12232000.0
1622,5,Ranchi,0,6617000.0
1048,4,Aligarh,12,3368000.0
1213,4,Hyderabad,8,8831000.0
1680,2,Delhi,22,12249000.0
2676,3,Agra,2,11806000.0
1637,3,Chennai,18,8488000.0
1413,5,Chandigarh,17,7902000.0
655,4,Mumbai,0,7538000.0
2783,3,Chandigarh,41,9576000.0
2169,3,Aligarh,7,6927000.0
2317,4,Bangalore,13,17554000.0
2425,5,Nashik,15,9873000.0
1692,3,Coimbatore,8,8740000.0
1854,1,Shimla,0,9297000.0
2767,3,Visakhapatnam,2,13716000.0
1916,4,Mumbai,12,17756000.0
2181,3,Nashik,7,10184000.0
2365,4,Guwahati,1,10981000.0
2217,3,Jamshedpur,10,8777000.0
1716,5,Jamshedpur,7,7177000.0
1777,3,Udaipur,19,5707000.0
2305,3,Bhopal,4,9795000.0
2304,2,Agra,16,7640000.0
2559,4,Coimbatore,21,11246000.0
2158,3,Tiruchi,0,7415000.0
2187,4,Nashik,0,10557000.0
1509,1,Kolkata,10,6009000.0
1422,5,Shimla,1,7719000.0
2307,6,Gurgaon,8,18294000.0
1426,3,Vijayawada,10,5686000.0
1786,3,Hyderabad,0,12768000.0
2696,4,Pune,6,17923000.0
2593,6,Surat,14,13379000.0
1996,3,Gurgaon,2,15002000.0
1607,2,Tiruchi,16,5212000.0
1719,3,Rajkot,13,5785000.0
2363,3,Indore,2,11154000.0
1776,4,Bareilly,41,3129000.0
1437,3,Guntur,8,5003000.0
2590,5,Pune,1,16905000.0
1918,4,Chennai,4,11008000.0
1424,3,Guwahati,9,5427000.0
2111,3,Chandigarh,3,16719000.0
2431,3,Hyderabad,10,14776000.0
1145,2,Hubli,13,3970000.0
1669,4,Jamshedpur,2,6801000.0
1639,4,Noida,4,11341000.0
2093,3,Suburban,4,6083000.0
2210,4,Bhopal,0,11219000.0
1441,2,Surat,39,4261000.0
829,6,Surat,7,6019000.0
2470,2,Gurgaon,10,20363000.0
1072,3,Jaipur,2,3685000.0
1976,6,Aligarh,0,7388000.0
1714,3,Pondicherry,11,5577000.0
1905,5,Kolkata,17,8083000.0
2873,2,Warangal,11,8517000.0
3774,2,Delhi,9,26786000.0
738,2,Ahmedabad,20,2701000.0
2439,6,Hubli,6,7371000.0
1698,2,Delhi,2,16689000.0
2481,4,Warangal,1,8693000.0
2422,3,Gurgaon,19,17020000.0
2716,5,Pune,39,9035000.0
1985,3,Hyderabad,9,14040000.0
1221,1,Noida,6,8309000.0
2402,4,Madurai,50,5184000.0
1876,3,Visakhapatnam,2,9990000.0
1648,3,Jaipur,12,5224000.0
1490,3,Chandigarh,0,10487000.0
2454,5,Chennai,3,14458000.0
2842,2,Noida,1,20451000.0
1023,2,Pune,10,6832000.0
2204,1,Amritsar,5,9378000.0
1557,2,Noida,4,11384000.0
846,5,Gurgaon,8,7492000.0
1896,4,Ludhiana,2,7647000.0
1258,2,Chennai,11,6503000.0
774,4,Noida,3,7103000.0
1291,4,Delhi,32,7732000.0
1131,3,Hyderabad,12,7281000.0
1379,2,Surat,15,6877000.0
938,4,Rural,9,1519000.0
1543,4,Nagpur,4,7315000.0
1336,3,Lucknow,25,5372000.0
2044,3,Chennai,0,11950000.0
2185,4,Gurgaon,11,18175000.0
1969,2,Bhubaneswar,1,8146000.0
1646,2,Lucknow,1,9541000.0
1629,4,Nashik,1,7912000.0
1255,4,Jaipur,11,4507000.0
1271,5,Pune,36,4596000.0
2257,3,Surat,9,12006000.0
656,2,Gurgaon,8,5495000.0
1747,3,Bangalore,17,12463000.0
1589,3,Gurgaon,0,14912000.0
2189,5,Noida,14,15297000.0
873,5,Jamshedpur,9,3596000.0
1808,3,Chandigarh,14,12119000.0
2022,3,Hubli,16,5973000.0
561,3,Ludhiana,0,2798000.0
1101,4,Pondicherry,17,4009000.0
1740,3,Pune,1,12005000.0
2134,3,Guwahati,17,7333000.0
1918,4,Delhi,22,13021000.0
2164,5,Jamshedpur,13,8456000.0
1098,4,Gurgaon,5,8397000.0
767,2,Ahmedabad,3,3448000.0
1854,4,Visakhapatnam,14,8405000.0
1000,6,Delhi,40,5636000.0
1237,4,Salem,26,2965000.0
2405,2,Chennai,4,12009000.0
1922,1,Guwahati,6,7230000.0
1430,3,Nashik,14,5594000.0
1346,3,Noida,2,10307000.0
2203,5,Rajkot,4,8763000.0
1937,4,Gurgaon,6,14753000.0
1010,3,Agra,0,4800000.0
533,4,Mumbai,10,6671000.0
3023,2,Salem,35,5483000.0
1005,2,Hyderabad,20,5935000.0
2143,4,Surat,8,11660000.0
2781,3,Chennai,15,12786000.0
1895,1,Noida,50,7637000.0
1409,3,Gurgaon,6,11252000.0
873,4,Suburban,0,3259000.0
863,4,Bangalore,12,7464000.0
2044,3,Hyderabad,41,6307000.0
2743,3,Aligarh,0,9701000.0
1542,3,Bangalore,7,12377000.0
1438,2,Delhi,11,10892000.0
2253,2,Indore,2,10759000.0
1354,3,Pune,3,7890000.0
1978,3,Pune,2,11971000.0
1827,3,Guwahati,19,6517000.0
1533,4,Chennai,3,8795000.0
1789,3,Jaipur,4,6089000.0
2946,4,Agra,6,10968000.0
2192,4,Suburban,0,6492000.0
2510,3,Indore,7,10282000.0
1202,2,Visakhapatnam,32,3749000.0
2512,4,Indore,4,11793000.0
2215,2,Pune,3,12602000.0
825,3,Lucknow,14,4148000.0
2150,4,Ludhiana,4,9824000.0
1466,2,Delhi,5,14360000.0
795,3,Hyderabad,23,4308000.0
1884,2,Guwahati,6,7011000.0
2150,3,Delhi,1,18685000.0
1898,6,Hyderabad,50,6698000.0
1729,6,Chennai,1,10354000.0
1585,5,Delhi,3,13112000.0
3403,3,Bhubaneswar,8,13421000.0
1031,3,Coimbatore,2,5737000.0
2367,3,Pune,9,15090000.0
1810,2,Bangalore,5,16423000.0
1244,2,Nagpur,1,6844000.0
1768,2,Bhopal,1,6929000.0
894,3,Nashik,7,4007000.0
1412,1,Raipur,10,4166000.0
1769,5,Aligarh,1,6075000.0
791,3,Dehradun,15,3564000.0
2129,2,Chennai,7,11001000.0
1173,3,Delhi,8,9569000.0
856,3,Bangalore,1,6707000.0
1097,4,Dehradun,13,5070000.0
3214,2,Amritsar,5,12336000.0
514,3,Mumbai,11,5678000.0
2083,4,Jamshedpur,15,8059000.0
1311,3,Jamshedpur,8,4757000.0
1572,3,Guwahati,16,5493000.0
2192,3,Visakhapatnam,3,12981000.0
2160,4,Coimbatore,3,13135000.0
1357,2,Ahmedabad,7,5990000.0
917,5,Delhi,7,9638000.0
2204,2,Bangalore,3,18926000.0
2159,3,Chandigarh,15,15427000.0
1614,3,Pune,11,9713000.0
2087,3,Mumbai,6,18881000.0
1510,2,Lucknow,25,5679000.0
1262,4,Rural,8,2238000.0
1802,3,Aligarh,0,6216000.0
2137,3,Amritsar,6,7987000.0
2001,4,Chennai,7,11006000.0
2130,2,Bhubaneswar,10,8011000.0
1305,5,Ludhiana,0,6667000.0
2828,4,Jaipur,5,9315000.0
1577,4,Delhi,7,14637000.0
1722,3,Indore,37,4771000.0
942,4,Vadodara,14,4094000.0
1673,4,Bhopal,12,7284000.0
2145,3,Ahmedabad,6,8960000.0
2295,4,Rajkot,1,10469000.0
2815,3,Nashik,7,12465000.0
2138,1,Ahmedabad,4,9675000.0
1979,6,Jamshedpur,14,7545000.0
1509,3,Srinagar,14,6142000.0
1369,3,Dehradun,18,5255000.0
2430,3,Chandigarh,50,9485000.0
2418,2,Guntur,10,7462000.0
1099,4,Bareilly,13,3142000.0
2270,4,Rajkot,5,9469000.0
2222,4,Visakhapatnam,0,12251000.0
1076,3,Guwahati,44,2586000.0
2151,4,Hyderabad,1,13347000.0
1117,4,Raipur,3,4650000.0
500,3,Chandigarh,3,3847000.0
1695,1,Patna,5,6200000.0
1967,5,Bangalore,16,14458000.0
1725,2,Pune,28,6505000.0
3663,5,Gurgaon,5,27861000.0
2046,4,Aligarh,1,6623000.0
1895,4,Vadodara,0,8359000.0
2079,2,Hubli,0,7445000.0
1513,3,Guntur,11,6288000.0
2404,3,Mumbai,4,24824000.0
2034,2,Jamshedpur,2,8651000.0
2004,4,Kolkata,3,11614000.0
1394,2,Noida,0,11023000.0
783,3,Mumbai,2,8825000.0
1474,3,Nashik,2,7601000.0
1983,6,Shimla,13,8706000.0
1510,5,Bangalore,10,11891000.0
1989,3,Ludhiana,25,7062000.0
1648,4,Chennai,1,9182000.0
2079,4,Suburban,50,3239000.0
1165,1,Delhi,4,10028000.0
1925,5,Surat,7,12108000.0
1383,4,Dehradun,8,6391000.0
800,4,Jamshedpur,8,3587000.0
1692,4,Coimbatore,10,7674000.0
2798,2,Vijayawada,2,12831000.0
851,1,Suburban,0,2428000.0
1877,2,Bangalore,21,13065000.0
2318,4,Delhi,13,20373000.0
3295,3,Dehradun,7,13704000.0
1479,3,Chennai,2,8732000.0
1389,2,Pondicherry,13,4605000.0
1041,4,Gurgaon,23,8218000.0
2541,3,Pune,1,15896000.0
1236,4,Jaipur,1,4674000.0
1559,1,Patna,1,6866000.0
598,3,Jamshedpur,9,2451000.0
2374,1,Mumbai,14,17757000.0
2552,4,Suburban,21,5719000.0
2349,2,Pune,1,14484000.0
756,2,Indore,22,3425000.0
2194,5,Chennai,20,10242000.0
712,1,Kolkata,9,2893000.0
1837,2,Delhi,15,16159000.0
1933,2,Visakhapatnam,6,10020000.0
2001,4,Coimbatore,0,11631000.0
2147,4,Agra,15,7564000.0
1794,6,Gurgaon,3,16037000.0
524,4,Vijayawada,1,2759000.0
2147,2,Coimbatore,1,10888000.0
1863,2,Bareilly,10,5507000.0
1213,4,Dehradun,5,5984000.0
779,5,Coimbatore,5,4902000.0
2801,5,Aligarh,2,10341000.0
2600,4,Chennai,3,14839000.0
2258,4,Vadodara,4,12523000.0
1360,4,Madurai,24,3980000.0
500,4,Delhi,14,4443000.0
2297,2,Surat,4,11451000.0
2038,3,Pune,9,13850000.0
1556,3,Nashik,2,7995000.0
2531,4,Hyderabad,14,14158000.0
2351,3,Bhubaneswar,12,8923000.0
1914,3,Bhopal,12,7847000.0
1822,3,Hyderabad,6,13147000.0
1833,3,Bhopal,7,8316000.0
2241,2,Mumbai,0,20947000.0
1242,6,Mumbai,4,13249000.0
2076,5,Pune,14,10167000.0
1201,1,Noida,27,5157000.0
2668,3,Hyderabad,3,15220000.0
2145,4,Bhubaneswar,24,6667000.0
1352,4,Bangalore,0,13109000.0
1852,3,Delhi,16,13661000.0
1245,4,Mumbai,11,11955000.0
2777,4,Nagpur,17,10797000.0
2854,2,Nagpur,34,7274000.0
2252,4,Pune,16,11778000.0
2811,3,Chennai,2,14309000.0
1898,3,Bhubaneswar,29,6348000.0
2296,4,Mangalore,15,8434000.0
2596,3,Jaipur,3,9821000.0
1796,3,Chandigarh,2,13607000.0
1846,4,Delhi,13,13168000.0
2406,3,Shimla,5,11781000.0
2220,2,Visakhapatnam,2,11648000.0
1308,3,Delhi,0,12809000.0
500,4,Vadodara,19,2814000.0
1685,3,Bangalore,3,16209000.0
500,4,Jamshedpur,0,2349000.0
1155,3,Bangalore,1,9901000.0
1231,5,Kochi,8,7784000.0
1430,2,Varanasi,20,5536000.0
2333,3,Pune,12,12810000.0
2474,4,Bangalore,5,18854000.0
2130,2,Amritsar,3,9425000.0
2211,6,Jamshedpur,15,8476000.0
2226,4,Gurgaon,18,14572000.0
500,4,Pune,0,4538000.0
1806,3,Hubli,2,5938000.0
632,4,Visakhapatnam,6,3917000.0
2130,3,Coimbatore,34,6398000.0
500,3,Kolkata,0,2737000.0
1682,4,Gurgaon,0,13737000.0
2156,5,Gurgaon,20,16079000.0
1073,1,Salem,10,3630000.0
2425,2,Hyderabad,5,13542000.0
2129,4,Chandigarh,19,11722000.0
2047,3,Mumbai,30,15673000.0
2253,4,Surat,9,11986000.0
1566,2,Shimla,7,6672000.0
1898,4,Bareilly,43,3515000.0
1806,3,Jaipur,5,6494000.0
1791,2,Pune,27,7380000.0
1363,5,Ludhiana,0,6841000.0
992,4,Ahmedabad,3,4920000.0
1581,4,Bangalore,10,12890000.0
1545,4,Pune,38,4673000.0
1321,1,Mumbai,50,7443000.0
2353,3,Udaipur,5,7695000.0
1038,4,Gurgaon,3,9280000.0
1688,2,Bhubaneswar,5,7950000.0
2558,4,Visakhapatnam,7,13841000.0
2390,5,Pune,10,15539000.0
2590,4,Noida,42,9597000.0
1415,3,Lucknow,50,3746000.0
2309,3,Visakhapatnam,34,7899000.0
1109,4,Warangal,15,3518000.0
1620,4,Pune,28,6425000.0
1681,4,Noida,9,13535000.0
1425,4,Pune,2,9962000.0
1564,3,Mysore,1,7284000.0
1479,3,Jamshedpur,3,6189000.0
1161,3,Mysore,8,5453000.0
2356,2,Raipur,14,8117000.0
1681,2,Mumbai,4,15769000.0
1930,3,Kolkata,4,9892000.0
1906,1,Gurgaon,7,14925000.0
1835,2,Guwahati,5,7736000.0
1860,3,Vijayawada,4,8840000.0
1601,3,Kochi,2,9601000.0
2721,2,Suburban,2,7660000.0
2294,5,Surat,0,13009000.0
1811,3,Surat,2,10769000.0
1509,4,Coimbatore,37,4979000.0
1722,1,Jamshedpur,3,7183000.0
2071,3,Noida,9,15095000.0
2774,3,Ranchi,19,8133000.0
907,3,Coimbatore,10,4795000.0
2228,2,Chandigarh,21,12084000.0
2532,2,Chennai,2,14289000.0
833,3,Gurgaon,28,4585000.0
1682,2,Visakhapatnam,3,9083000.0
1108,2,Aligarh,24,2980000.0
2079,4,Vadodara,4,10937000.0
1567,2,Coimbatore,14,8007000.0
1715,2,Ahmedabad,2,7330000.0
1532,2,Hubli,7,4508000.0
2268,6,Bhopal,16,9084000.0
1948,2,Shimla,10,9232000.0
1950,3,Delhi,6,17141000.0
1904,3,Jodhpur,8,6323000.0
2172,6,Chennai,7,13079000.0
1629,5,Salem,12,5704000.0
2905,2,Hyderabad,9,17818000.0
997,2,Bangalore,34,4646000.0
678,3,Gurgaon,2,6110000.0
624,2,Ahmedabad,5,2834000.0
500,5,Suburban,17,1684000.0
2237,4,Ludhiana,32,6238000.0
2158,5,Bhubaneswar,49,4641000.0
2585,3,Hyderabad,50,9292000.0
1113,3,Rural,20,1631000.0
2284,3,Vijayawada,13,9303000.0
1836,2,Tiruchi,0,6659000.0
1908,3,Pune,3,11029000.0
2206,6,Jaipur,21,6721000.0
1308,4,Vijayawada,27,3913000.0
3481,2,Gurgaon,18,24838000.0
2665,4,Mumbai,0,26816000.0
1454,2,Guntur,3,5316000.0
1091,3,Pune,5,6702000.0
1742,4,Mumbai,15,15109000.0
1918,2,Ahmedabad,7,8255000.0
2492,3,Nashik,6,11980000.0
1040,2,Ludhiana,29,3654000.0
1985,5,Pune,10,12190000.0
806,2,Kochi,2,5334000.0
2083,3,Nashik,9,9516000.0
1730,3,Nagpur,20,7064000.0
3058,3,Jamshedpur,28,8609000.0
795,2,Chandigarh,11,5561000.0
2690,4,Noida,0,23398000.0
692,4,Delhi,0,6773000.0
937,1,Mangalore,0,4271000.0
709,5,Pondicherry,8,3524000.0
1962,5,Chandigarh,5,13831000.0
1037,3,Mysore,47,2625000.0
923,3,Ludhiana,24,3184000.0
1931,3,Chennai,15,10010000.0
2093,4,Pune,2,12802000.0
1825,3,Delhi,12,16979000.0
1694,4,Visakhapatnam,0,9440000.0
2988,2,Kolkata,46,8311000.0
1894,3,Mangalore,4,8263000.0
2323,3,Vijayawada,8,9803000.0
1892,4,Rajkot,25,5392000.0
1086,5,Bhopal,0,5168000.0
2157,2,Warangal,0,7262000.0
1373,2,Shimla,0,6913000.0
1740,3,Chennai,1,9481000.0
1998,3,Chennai,0,13717000.0
538,4,Mumbai,12,6321000.0
753,1,Indore,47,2098000.0
2391,4,Lucknow,23,8821000.0
1368,2,Chennai,34,5153000.0
1399,5,Bareilly,6,4484000.0
1908,3,Coimbatore,50,5661000.0
1549,3,Hyderabad,1,10788000.0
2071,3,Shimla,17,8368000.0
1766,3,Lucknow,20,7243000.0
1929,3,Amritsar,13,7138000.0
1343,4,Gurgaon,2,12341000.0
1925,2,Delhi,7,15561000.0
2518,3,Rural,2,3878000.0
1430,4,Mysore,20,5466000.0
2394,3,Chennai,9,13493000.0
1766,4,Dehradun,50,4033000.0
2277,5,Guwahati,9,9053000.0
1883,2,Guwahati,3,7744000.0
1778,4,Chennai,4,9068000.0
2027,3,Hyderabad,21,9885000.0
2588,3,Surat,1,14832000.0
1953,4,Varanasi,0,8983000.0
2111,2,Kochi,9,11570000.0
1560,3,Chandigarh,5,11258000.0
2821,6,Lucknow,14,14322000.0
2216,2,Salem,7,6928000.0
1850,2,Hubli,11,5289000.0
1720,4,Guntur,6,6182000.0
2435,3,Ahmedabad,0,13177000.0
1405,4,Mumbai,0,14690000.0
641,3,Aligarh,8,2256000.0
1847,2,Delhi,28,11253000.0
2573,2,Guntur,3,9879000.0
2834,2,Indore,3,12947000.0
1730,2,Vadodara,14,7653000.0
1828,2,Delhi,38,9293000.0
2137,4,Hubli,22,5915000.0
1628,3,Hyderabad,7,10660000.0
2135,3,Udaipur,7,7623000.0
1744,3,Pune,2,10294000.0
2457,6,Pune,4,15644000.0
2269,2,Hyderabad,1,14439000.0
2326,5,Hyderabad,7,13668000.0
1666,4,Agra,32,4300000.0
3051,4,Mumbai,7,26872000.0
2114,4,Bhubaneswar,42,4934000.0
1960,3,Jamshedpur,7,7420000.0
1305,3,Noida,7,10846000.0
1736,4,Mysore,16,6538000.0
1874,4,Madurai,5,7966000.0
1288,3,Aligarh,5,4643000.0
1609,4,Visakhapatnam,19,6637000.0
1692,4,Ludhiana,18,6604000.0
1836,3,Bangalore,16,12256000.0
654,4,Mangalore,10,3034000.0
1712,3,Ludhiana,23,5916000.0
1554,2,Kochi,22,6849000.0
1786,4,Mumbai,50,10217000.0
2472,3,Indore,31,7448000.0
3134,2,Vadodara,46,7789000.0
2240,2,Varanasi,33,6009000.0
997,2,Hyderabad,19,4546000.0
1575,4,Bangalore,11,12846000.0
2187,2,Nagpur,7,9908000.0
2114,3,Shimla,8,9645000.0
2441,2,Ludhiana,39,5321000.0
1736,3,Jodhpur,26,4621000.0
1563,4,Gurgaon,20,12143000.0
2939,5,Pune,4,18910000.0
1838,3,Chennai,18,8631000.0
1139,5,Pune,5,7825000.0
2758,5,Patna,23,8579000.0
827,2,Warangal,18,2250000.0
500,4,Vadodara,2,3384000.0
2300,4,Visakhapatnam,10,12007000.0
2391,3,Udaipur,12,8307000.0
2069,4,Jaipur,10,7500000.0
953,4,Chennai,8,5224000.0
1761,3,Mangalore,17,6286000.0
1619,4,Pune,15,8026000.0
1450,3,Rural,0,2517000.0
2717,4,Bhubaneswar,6,12079000.0
1119,2,Udaipur,22,3672000.0
2005,2,Chennai,3,11344000.0
2576,4,Vijayawada,9,12564000.0
2047,3,Gurgaon,20,14816000.0
2606,2,Chandigarh,23,14182000.0
2166,2,Visakhapatnam,11,10674000.0
2079,3,Salem,2,7388000.0
2038,3,Coimbatore,31,6945000.0
2198,6,Bhopal,7,8964000.0
1549,4,Ranchi,7,5823000.0
953,2,Chennai,4,5323000.0
2420,4,Kochi,7,12580000.0
2555,3,Pondicherry,8,8165000.0
1963,2,Mysore,1,8007000.0
1443,4,Delhi,3,14106000.0
787,1,Delhi,3,6942000.0
1855,4,Vijayawada,50,4507000.0
923,5,Chennai,0,5432000.0
832,5,Gurgaon,10,6994000.0
1786,4,Nashik,21,5553000.0
1303,5,Visakhapatnam,9,7673000.0
2024,4,Varanasi,5,9676000.0
1696,4,Delhi,27,10440000.0
1405,1,Bhopal,8,5165000.0
691,2,Kochi,9,3728000.0
1245,4,Guwahati,2,4641000.0
1269,6,Hyderabad,37,5470000.0
1003,4,Madurai,6,4232000.0
1586,3,Jodhpur,2,6796000.0
1054,2,Suburban,7,3109000.0
1693,5,Bhopal,18,6167000.0
1956,4,Chennai,1,9438000.0
1262,3,Shimla,7,6810000.0
2076,5,Bhubaneswar,6,9059000.0
915,6,Mumbai,21,8977000.0
1077,3,Amritsar,1,4731000.0
1726,3,Nashik,25,5942000.0
2246,2,Chennai,5,11482000.0
2363,6,Vadodara,4,11053000.0
2848,2,Surat,7,13252000.0
1555,5,Kolkata,2,8402000.0
1717,2,Lucknow,37,5470000.0
1128,5,Pune,3,8843000.0
985,3,Hyderabad,0,6478000.0
1948,3,Guntur,6,6829000.0
1295,1,Nagpur,0,6634000.0
2601,3,Guwahati,1,10968000.0
849,3,Gurgaon,2,7824000.0
2116,1,Gurgaon,1,17539000.0
1146,4,Indore,11,5174000.0
1266,4,Vijayawada,7,5664000.0
2150,1,Tiruchi,7,7388000.0
1360,3,Delhi,3,9829000.0
1464,1,Kochi,13,6822000.0
1272,5,Pondicherry,25,4580000.0
2960,2,Coimbatore,12,14121000.0
1398,2,Lucknow,18,5815000.0
1833,5,Hyderabad,39,6721000.0
1668,3,Lucknow,18,7872000.0
1943,2,Jamshedpur,6,7543000.0
1400,4,Nashik,12,6511000.0
1669,4,Chandigarh,12,10012000.0
2056,3,Jodhpur,10,6868000.0
1239,3,Vadodara,11,5629000.0
2508,3,Kolkata,5,11670000.0
2570,6,Hyderabad,9,15308000.0
2194,3,Agra,31,5473000.0
1845,3,Hyderabad,50,7461000.0
500,4,Pune,0,4063000.0
2075,2,Kolkata,2,10775000.0
1545,3,Tiruchi,31,3824000.0
1639,2,Nashik,5,7710000.0
566,4,Warangal,1,2233000.0
2120,4,Chennai,7,13626000.0
858,4,Bhopal,3,3971000.0
1876,3,Nashik,50,4375000.0
2388,2,Tiruchi,13,7248000.0
1494,2,Kochi,44,4824000.0
2590,5,Visakhapatnam,12,12009000.0
1314,2,Pondicherry,9,4957000.0
2190,3,Hyderabad,0,14910000.0
951,2,Patna,12,3772000.0
2470,2,Jaipur,8,7332000.0
2369,2,Chandigarh,23,12404000.0
2104,6,Indore,5,11253000.0
1544,2,Rajkot,10,5611000.0
888,2,Hyderabad,4,5998000.0
1546,3,Nashik,1,7908000.0
2521,3,Bangalore,37,12262000.0
